Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status,Age,Pieces,Rating,Rating Count
lego-77251-lego-speed-champions-77251-mclaren-f1-team-mcl38-race-car-age-10-building-blocks-2025-269pcs,"LEGO Speed Champions 77251 McLaren F1® Team MCL38 Race Car, Age 10+, Building Blocks, 2025 (269pcs)","McLaren F1® Team toy vehicle for kids – LEGO® Speed Champions McLaren F1® Team MCL38 Race Car vehicle set for boys and girls aged 10 and up to build, display and race 1 minifigure – The vehicle kit includes a driver minifigure wearing a McLaren outfit and a winged helmet for kids to place inside the cockpit and role-play thrilling race action Authentic McLaren F1® Team details – A McLaren F1 car with details from the real-life 2024 version, including a halo bar, rear wing, sponsor stickers and wider rear tires imprinted with “Pirelli” F1® fun for all the family – Race for the checkered flag alongside the whole family with other building sets (sold separately) in the LEGO® F1 range Formula 1® race car display model – After kids have enjoyed playing out racing stories with the F1® car toy, they can display it on a shelf or bedside table F1® gift idea – This premium F1 race car toy provides a fun build-and-play experience and is a great LEGO® gift idea for kids aged 10 and up, Formula 1® fans and adult car-model collectors Formula 1® race car display model – After kids have enjoyed playing out racing stories with the F1® car toy, they can display it on a shelf or bedside table F1® gift idea – This premium F1 race car toy provides a fun build-and-play experience and is a great LEGO® gift idea for kids aged 10 and up, Formula 1® fans and adult car-model collectors Build iconic car models – LEGO® Speed Champions sets let kids and car lovers create brick-built versions of some of the world’s most famous vehicles Measurements – A 269-piece car playset featuring a McLaren F1® Team toy car that measures over 1.5 in. (4 cm) high, 8 in. (20 cm) long and 3 in. (7 cm) wide",LEGO,Speed Champions,Speed Champions,TRUE,Title,Default Title,77251,5702017816180,shopify,0,deny,manual,1999.00,,TRUE,TRUE,,,active,10+,269,,
lego-10374-lego-botanicals-10374-bouquet-of-pink-roses-age-18-building-blocks-2025-789pcs,"LEGO Botanicals 10374 Bouquet of Pink Roses, Age 18+, Building Blocks, 2025 (789pcs)","Bouquet building kit – Plant creative joy with this LEGO® Botanicals Bouquet of Pink Roses building set for adults, which blooms with details

LEGO® flowers – The set features 4 roses in full bloom, 4 roses blossoming and 4 rosebuds, as well as 4 sprigs of baby’s breath with white flowers

Bond over buds – The kit includes 3 sets of building instructions for the 3 stages of flowering, making it a fun project to complete with friends or family

Floral decor – Once the flower arrangement is complete, display it as everlasting flower home or office decor to bring a touch of nature to any room

Flower gift idea – The building set makes a fun birthday gift, Mother’s Day gift or Valentine’s Day gift for women, men and nature lovers, or a gift for any special occasion

LEGO® Builder app – The set is available in the LEGO Builder app, where builders and budding florists can zoom and rotate their builds and track their progress

Build more blooms – Combine this building set with other brick-built bouquets (sold separately) in the LEGO® Botanicals collection to create a large, bespoke floral display

Dimensions – The bouquet contains 789 pieces and the tallest rose measures over 12.5 in. (32 cm) long",LEGO,Botanicals,Botanicals,TRUE,Title,Default Title,10374,5702017864457,shopify,0,deny,manual,4499.00,,TRUE,TRUE,,,active,18+,789,,
lego-10342-lego-botanicals-10342-pretty-pink-flower-bouquet-age-18-building-blocks-2025-749pcs,"LEGO Botanicals 10342 Pretty Pink Flower Bouquet, Age 18+, Building Blocks, 2025 (749pcs)","• Flower decor – Let creativity bloom with the LEGO® Botanicals Pretty Pink Flower Bouquet, a nature-inspired home decor DIY building kit for adults• LEGO® flowers – The set features 15 buildable flower stems, including daisies, cornflowers, eucalyptus, elderflowers, roses, ranunculus, cymbidium orchids, a campanula and a waterlily dahlia• Arrange the bouquet – Each LEGO® flower has an adjustable stem, encouraging builders to create a bespoke bouquet by arranging and rearranging their creation• LEGO® decor – Once complete, the LEGO flower set becomes a piece of colorful home or office decor that can be displayed in a vase, which is not included• Nature gift – The flowers make a lovely gift for women, men and flower-lovers and can be given as a Valentine’s Day gift, Mother’s Day gift or housewarming gift• LEGO® Builder app – This set includes printed and digital versions of the building instructions for an immersive building experience• Build more blooms – This brick-built bouquet can be combined with other sets (sold separately) in the LEGO® Botanicals collection• Dimensions – The set includes 749 pieces and flower lengths vary but, as a guide, the cymbidium orchids stand over 12.5 in. (32 cm) tall",LEGO,Botanicals,Botanicals,TRUE,Title,Default Title,10342,5702017812540,shopify,0,deny,manual,4499.00,,TRUE,TRUE,,,active,18+,749,,
lego-77254-lego-speed-champions-77254-ferrari-sf90-xx-stradale-sports-car-339-pieces-building-blocks,"LEGO Speed Champions 77254 Ferrari SF90 XX Stradale Sports Car (339 pieces), Building Blocks","FERRARI MODEL CAR – LEGO® Speed Champions Ferrari SF90 XX Stradale Sports Car (77254) for boys and girls ages 9 and up to build, display and play out racing action on the track and streets
1 DRIVER MINIFIGURE – This model car kit includes a driver minifigure wearing a Ferrari outfit and helmet with a wig and wrench, which can also be used to apply stickers and separate bricks
AUTHENTIC DETAILS – Includes details from the real-life version, including a cab-forward design, a rear wing, high tailpipes and rims decorated with the iconic Ferrari shield
TEEN ROOM DECOR – After boys and girls have enjoyed playing out racing stories with this collectible LEGO® race car, they can proudly display it in their room on a shelf, desk or bedside table
GIFT FOR CAR LOVERS – This Ferrari SF90 XX Stradale Sports Car provides a fun build-and-play experience and is a great gift idea for kids ages 9 and up or adult model car collectors
EXPAND THE RACING FUN – Discover more LEGO® Speed Champions cars for kids (sold separately), packed with authentic details
ICONIC CARS FOR PLAY AND DISPLAY – LEGO® Speed Champions car building kits let kids and passionate car fans build replica versions of some of the world’s most famous vehicles
DIMENSIONS – 339-piece playset featuring a Ferrari car model measuring over 1.5 in. (4 cm) high, 6.5 in. (17 cm) long and 5 in. (13 cm) wide",LEGO,Speed Champions,Speed Champions,TRUE,Title,Default Title,77254,5702018068205,shopify,0,deny,manual,2099.00,,TRUE,TRUE,,,active,9+,339,,
lego-71851-lego-ninjago-71851-kai-s-dragon-mech-battle-pack-85-pieces-building-blocks,"LEGO Ninjago 71851 Kai's Dragon Mech Battle Pack (85 pieces), Building Blocks","MECH TOY FOR KIDS – Kai’s Dragon Mech Battle Pack (71851) building toy lets boys and girls ages 6 and up role-play action from season 4 of the NINJAGO® Dragons Rising TV show
POSABLE DRAGON MECH – The dragon mech has posable legs, large wings, claw hands and an upper body that rotates 360 degrees, plus a cockpit to place a minifigure inside
3 NINJAGO® MINIFIGURES – This ninja toy comes with Kai, Sora and a villainous Earth Monster for fans to play out action-packed good vs. evil battles
ACCESSORIES – Each NINJAGO® character minifigure has at least 1 weapon accessory for enhanced play value: Kai has 2 swords, Sora has 2 swords and the Earth Monster has claw hands
SMALL GIFT FOR KIDS – This great value small LEGO® set provides a fun build-and-play experience and is an ideal ninja gift idea for kids with a passion for fantasy and adventure toys
MORE NINJA ADVENTURES – Discover other LEGO® NINJAGO® toys (sets sold separately) featuring detailed mechs, dragons, temples and vehicles
A UNIVERSE OF LEGO® NINJAGO® SETS – This extensive collection of kids’ toys lets ninja fans and children escape into an immersive fantasy world for imaginative play with their ninja heroes
DIMENSIONS – This 85-piece ninja toy playset features a NINJAGO® dragon mech standing over 3.5 in. (9 cm) high",LEGO,Ninjago,Ninjago,TRUE,Title,Default Title,71851,5702018031971,shopify,0,deny,manual,749.00,,TRUE,TRUE,,,active,6+,85,,
lego-10349-lego-botanicals-10349-happy-plants-age-9-building-blocks-2025-217pcs,"LEGO Botanicals 10349 Happy Plants, Age 9+, Building Blocks, 2025 (217pcs)","• LEGO® plants – Encourage creativity to grow with the LEGO Botanicals Happy Plants building set for kids aged 9 and up, which becomes shelf decor
• Colorful planters – The set features a baby dracaena plant that’s standing up and a baby pilea plant that’s sitting down, as well as interchangeable blue and yellow plant pots
• A joyful build – Kids can build the plants independently or share the fun by building them with a friend or family member
• Bedroom decor – Once complete, these LEGO® plants become decorations that will add a touch of cheer to kids’ bedrooms, or to any living or working space when used as home or office decor
• Gift idea for kids – The building kit makes a great gift for girls and boys, as well as a gift for plant loversand adults who like crafting and nature
• Build more blooms – These brick-built plants can be combined with other sets (sold separately) in the LEGO® Botanicals collection, which includes other trees and LEGO flowers
• LEGO® Botanicals range – LEGO Botan icals building kits encourage kids and nature lovers to let their creativity bloom as they build lifelike flowers and plants
• Dimensions – The dracaena plant in this 217-piece set measures over 4.5 in. (12 cm) high and 3 in. (8 cm) wide, while thepilea plant measures over 3 in. (7 cm) high and 3.5 in. (9 cm) wide",LEGO,Botanicals,Botanicals,TRUE,Title,Default Title,10349,5702017814681,shopify,0,deny,manual,1499.00,,TRUE,TRUE,,,active,9+,217,,
lego-77249-lego-speed-champions-77249-williams-racing-fw46-f1-race-car-age-10-building-blocks-2025-263pcs,"LEGO Speed Champions 77249 Williams Racing FW46 F1 Race Car, Age 10+, Building Blocks, 2025 (263pcs)","Williams Racing F1® toy vehicle for kids – LEGO® Speed Champions Williams Racing FW46 F1 Race Car vehicle set for boys and girls aged 10 and up to build, display and race 1 minifigure – The vehicle kit includes a driver minifigure wearing a Williams Racing outfit and a winged helmet for kids to place inside the cockpit and role-play thrilling race action Authentic Williams Racing details – F1® racing car with design details from the real-life 2024 version, including a halo bar, rear wing, sponsor stickers and wider rear tires imprinted with “Pirelli” F1® fun for all the family – Race for the checkered flag alongside the whole family with other building sets (sold separately) in the LEGO® F1 range Formula 1® race car display model – After kids have enjoyed playing out racing stories with the F1® merch car toy, they can display it on a shelf or bedside table Gifts for Formula 1® fans – This premium F1® race car toy provides a fun build-and-play experience and is a great LEGO® gift idea for kids aged 10 and up, Formula 1 fans and adult car-model collectors Formula 1® race car display model – After kids have enjoyed playing out racing stories with the F1® merch car toy, they can display it on a shelf or bedside table Gifts for Formula 1® fans – This premium F1® race car toy provides a fun build-and-play experience and is a great LEGO® gift idea for kids aged 10 and up, Formula 1 fans and adult car-model collectors Build iconic car models – LEGO® Speed Champions sets let kids and car lovers create brick-built versions of some of the world’s most famous vehicles Measurements – A 263-piece car playset featuring a Williams Racing F1® vehicle model that measures over 1.5 in. (4 cm) high, 8 in. (20 cm) long and 3 in. (8 cm) wide",LEGO,Speed Champions,Speed Champions,TRUE,Title,Default Title,77249,5702017816166,shopify,0,deny,manual,1999.00,,TRUE,TRUE,,,active,10+,263,,
lego-11506-lego-botanicals-11506-rocking-plants-253-pieces-building-blocks,"LEGO Botanicals 11506 Rocking Plants (253 pieces), Building Blocks","FLOWER BUILDING SET – Help kids grow their creativity with the LEGO® Botanicals Rocking Plants (11506) set for girls, boys and nature lovers ages 9 and up
2 LEGO® PLANTS – Craft a delosperma (ice plant) named Lumi with purple buds, an echeveria named Ellie with a tall stem and coral buds, plus 2 plant pots with arms, legs and smiley faces
PASTEL-COLORED POTS – The set comes with a pale green pot and a pale pink pot that are interchangeable, so kids can decide which plant is displayed in which pot
COLORFUL PLANT DECOR – Kids can display the plants proudly as bedroom, bookshelf or desk decor and impress friends by making them rock
GIFT IDEA FOR KIDS – Spread seeds of joy by giving this set as a creative birthday or holiday gift for girls, boys and anyone who appreciates LEGO® flowers
MIX AND MATCH – These plants and pots are compatible with the LEGO® Botanicals Happy Plants (10349) set, sold separately, so kids can create a custom plant display
LEGO® BOTANICALS – Grow your garden with other flower sets (sold separately) from the LEGO Botanicals collection, where you’ll find vibrant bouquets, potted plants and more
DIMENSIONS – The set contains 253 pieces and the delosperma measures over 3 in. (7 cm) high and 3.5 in. (9 cm) wide, while the echeveria measures over 5.5 in. (14 cm) high and 3 in. (8 cm) wide",LEGO,Botanicals,Botanicals,TRUE,Title,Default Title,11506,5702018061817,shopify,0,deny,manual,1499.00,,TRUE,TRUE,,,active,9+,253,,
lego-71838-lego-ninjago-71838-kai-s-motorcycle-speed-race-age-6-building-blocks-2025-79pcs,"LEGO Ninjago 71838 Kai's Motorcycle Speed Race, Age 6+, Building Blocks, 2025 (79pcs)","• Motorcycle toy for kids – Boys and girls aged 6 and up can play out race and battle scenes from season 3 of the NINJAGO® Dragons Rising TV show with Kai’s Motorcycle Speed Race playset
• 2 ninja bike toys – Action-packed battle set features 2 motorcycle toys with moving wheels: Kai’s race bike adorned with 2 daggers and the Spectral Dragonian Scout’s demon bike
• 2 NINJAGO® minifigures – Role-play set comes with ninja warrior Kai and a villainous Spectral Dragonian Scout to ride the bike toys
• Ninja weapons – Kai is armed with a translucent reveal blade accessory and 2 golden katana sword accessories, and the Spectral Dragonian Scout has a sword accessory
• Small gift for kids – This adventure toy provides a fun build-and-play experience and is an everyday treat for kids who love social play with friends as they join forces with their ninja heroes
• Bigger ninja adventures – Look out for more LEGO® NINJAGO® toys (sets sold separately) to enhance the action with Kai’s Motorcycle Speed Race
• A universe of ninja toys – LEGO® NINJAGO® sets let kids escape into a fantasy world of adventures with their ninja heroes
• Measurements – 79-piece LEGO® building set for kids includes Kai’s ninja bike toy, which measures over 1.5 in. (4 cm) high, 3.5 in. (9 cm) long and 1 in. (3 cm) wide",LEGO,Ninjago,Ninjago,TRUE,Title,Default Title,71838,5702017815718,shopify,0,deny,manual,749.00,,TRUE,TRUE,,,active,6+,79,,
lego-76335-lego-super-heroes-marvel-76335-spider-man-vs-ghost-rider-motorcycle-72-pieces-building-blocks,"LEGO Super Heroes Marvel 76335 Spider-Man vs. Ghost Rider Motorcycle (72 pieces), Building Blocks","SPIDER-MAN MOTORCYCLE BUILDING TOY – Zoom into Super Hero battle action with the LEGO® ǀ Marvel Spider-Man vs. Ghost Rider Motorcycle (76335) building set for boys, girls and kids ages 6 and up
2 LEGO® ǀ MARVEL MINIFIGURES – The web-slinging Spider-Man and Ghost Rider, the flame-haired skeleton, inspire kids’ imaginative play
SUPER HERO BUILDING TOY – This Spider-Man merchandise with accessories offers endless role play possibilities with Marvel movie LEGO® minifigures and an iconic motorcycle with 2 built-in stud shooters
RECREATE EPIC BATTLE ACTION – Kids can re-enact a high speed chase with Spider-Man launching his web rope at Ghost Rider’s motorcycle, as flames shoot from its tailpipe and from the villain’s hands
SPIDER-MAN AND GHOST RIDER GIFT IDEA – Rev up young imaginations with LEGO® ǀ Marvel action on wheels, a supercharged birthday, holiday or any-day gift for young Super Heroes and motorcycle fans
MORE FUN-FILLED VEHICLES – Put kids in the driving seat with the huge range of LEGO® cars, motorcycles and more (sold separately) designed for imaginative play
A UNIVERSE OF LEGO® ǀ MARVEL SETS – Transport kids into imaginative, hands-on adventures featuring a cast of iconic characters and action-packed scenes from Marvel movies
DIMENSIONS – The motorcycle in this 72-piece building set measures over 1.5 in. (4 cm) high, 5.5 in. (14 cm) long and 2 in. (5 cm) wide",LEGO,Super Heroes,Super Heroes,TRUE,Title,Default Title,76335,5702018063187,shopify,0,deny,manual,699.00,,TRUE,TRUE,,,active,6+,72,,
lego-21583-lego-minecraft-21583-steve-s-taiga-adventure-79-pieces-building-blocks,"LEGO Minecraft 21583 Steve's Taiga Adventure (79 pieces), Building Blocks","STEVE’S TAIGA ADVENTURE – Jump into Minecraft® battle action, treasure hunting and explosive fun with this LEGO® set (21583) for boys, girls and kids ages 6 and up who love gaming merchandise toys
4 LEGO® MINECRAFT® CHARACTERS – Build adventures set in the taiga biome with a Steve minifigure, plus a Creeper™ and 2 Minecraft animal figures, a fox and a baby bunny
HANDS-ON GAMING TOY – Take a Minecraft® player’s enjoyment of the game to the next level with LEGO® Minecraft merchandise featuring Steve and a Creeper™ in a taiga biome adventure
BATTLE ACTION ACCESSORIES – Kids help Steve fend off the Creeper™ using his diamond sword, and explode rock with TNT to find diamonds to store in the treasure chest
KIDS’ GAMER GIFT – This LEGO® Minecraft® set makes a great birthday, holiday or any-day treat for Minecraft players
MINECRAFT® MADE REAL – Kids with a passion for Minecraft can create and customize scenes from the game; rearranging, rebuilding and reimagining as new adventures take shape
SETS FOR MINECRAFT® PLAYERS – LEGO® Minecraft building toys offer kids a huge range of familiar scenes, features and mobs from the popular game
DIMENSIONS – This 79-piece set measures over 3 in. (8 cm) high, 3 in. (8 cm) wide and 2.5 in. (6 cm) deep",LEGO,Minecraft,Minecraft,TRUE,Title,Default Title,21583,5702018034071,shopify,0,deny,manual,699.00,,TRUE,TRUE,,,active,6+,79,,
lego-10369-lego-icons-10369-plum-blossom-age-18-building-blocks-2024-327pcs,"LEGO Icons 10369 Plum Blossom, Age 18+, Building Blocks, 2024 (327pcs)","• Flower decor building set for adults – Take time out or join friends and family for a relaxing building experience with the LEGO® Icons Plum Blossom flower building project
• Creative building for plant-lovers – This creative building set includes everything you need to craft a plum blossom flower and a pastel-blue pot with a golden band and wood-effect plinth
• Detailed LEGO® flower set for new and experienced builders – This LEGO interpretation of a plum blossom plant comes with an elegant woody stem and vivid red and magenta flowers
• Easy-care flower display for the home or office – Add a self-sufficient splash of color to any space with this buildable, zero-maintenance floral display
• A mindful home decor gift idea – The LEGO® Icons Plum Blossom building set makes a great birthday or any-day gift idea for adult fans of LEGO building sets and flora
• Includes digital building instructions – The LEGO® Builder app features a digital version of the building instructions included with this set
• Part of the LEGO® Botanical Collection – Discover a space for relaxation with the wide range of LEGO construction sets designed specifically for adults
• Dimensions –The plum blossom flower, including the plant pot and plinth in this 327-piece building set, measures over 13.5 in. (34 cm) high, 6.5 in. (17 cm) wide and 3.5 in. (9 cm) deep",LEGO,Icons,Icons,TRUE,Title,Default Title,10369,5702017719696,shopify,0,deny,manual,2299.00,,TRUE,TRUE,,,active,18+,327,,
lego-76332-lego-super-heroes-dc-76332-the-batman-batmobile-330-pieces-building-blocks,"LEGO Super Heroes DC 76332 The Batman Batmobile (330 pieces), Building Blocks","BATMOBILE™ SUPER HERO TOY – Build and display The Batman™ Batmobile (76332) collectible model car, created to celebrate the 20th anniversary of LEGO® DC Batman
BATMAN™ MINIFIGURE – Includes a Super Hero LEGO® minifigure with a fabric cape and a commemorative golden coin built into the Batmobile™ model under the removable hood
PLAY AND DISPLAY – This Batman™ car toy brings Super Hero action to life, whether as standout merch for display or as an adventure-ready playset
DETAILED FEATURES – Fans of Batman™ movies and super-hero vehicles will recognize this famous Batmobile™ with its removable hood, detailed cockpit and graphic stickers
COLLECTIBLE BATMAN™ GIFT – Treat boys and girls ages 9 and up who love Batman to this replica car toy, a great birthday, holiday or any-day treat for kids
EXPLORE MORE BATMAN™ PLAYSETS – Inspire endless imaginative, play-and-display fun with the extensive range of LEGO® DC Batman building toys
A FUN WAY TO BUILD – The LEGO® Builder app guides kids on an intuitive building adventure where they can save sets, track progress and zoom in and rotate models using 3D instructions as they build
DIMENSIONS – The 330-piece LEGO® DC Batman™: The Batman™ Batmobile™ measures over 2 in. (5 cm) high, 7 in. (18 cm) long and 3 in. (8 cm) wide",LEGO,Super Heroes,Super Heroes,TRUE,Title,Default Title,76332,5702018063156,shopify,0,deny,manual,2299.00,,TRUE,TRUE,,,active,9+,330,,
lego-10696-lego-classic-10696-medium-creative-brick-box-age-4-99-building-blocks-484pcs,"LEGO Classic 10696 Medium Creative Brick Box, Age 4-99, Building Blocks (484pcs)","Includes a wide range of LEGO® bricks in 35 different colors

Features 18 tires and 18 wheel rims

Special pieces also include a green 8cm x 16cm baseplate, window with frame and 3 sets of eyes

LEGO® Classic is designed to inspire open-ended creativity with the LEGO brick

Special pieces encourage imaginative building

Large number of wheels facilitates vehicle creation and play

All models pictured can be built from this set simultaneously

Ideas included with the set and online at LEGO.com/classic to help you get started

Convenient plastic storage boxes stack securely to save space

Storage box measures over 7 in. (18 cm) high, 14 in. (37 cm) wide and 6 in. (17 cm) deep

LEGO® Classic sets are an ideal supplement to any existing LEGO collection",LEGO,Classic,Classic,TRUE,Title,Default Title,10696,5702015357180,shopify,0,deny,manual,2299.00,,TRUE,TRUE,,,active,4+,484,,
lego-31376-lego-creator-3-in-1-31376-cute-hamster-with-a-flower-166-pieces-building-blocks,"LEGO Creator 3 in 1 31376 Cute Hamster with a Flower (166 pieces), Building Blocks","3 IN 1 ANIMAL TOY FOR KIDS – LEGO® Creator 3 in 1 Cute Hamster with a Flower (31376) building toy lets girls and boys ages 7 and up build and rebuild 3 cute toys with the same bricks
ENDLESS PRETEND PLAY OPTIONS – Play out fun stories with 3 small animal toys (models cannot be built simultaneously): a cute hamster, a hedgehog with a flower or an eagle with a bird’s nest and egg
POSABLE TOY ANIMAL FIGURES – The toy hamster can be posed sitting up or standing on 4 legs; the toy bird can move its wings and the hedgehog toy can be displayed standing on 4 legs
PLAY AND DISPLAY – When playtime is over, each toy animal model can be displayed as cute room decor for young builders and their friends and family to enjoy
SMALL GIFT FOR KIDS – This great value 3 in 1 toy makes a fun birthday gift or unexpected treat for little builders ages 7 and up who love cute toy animals and imaginative play
MORE 3 IN 1 FUN – Enjoy even more building adventures with other sets (sold separately) from the extensive LEGO® Creator 3 in 1 range
FEED YOUR KID’S PASSION – Every 3 in 1 set gives kids 3 different building options inspired by their biggest passions, including animals, vehicles and houses
DIMENSIONS – This 166-piece 3 in 1 animal set features a hamster toy for kids measuring over 2 in. (6 cm) high, 3 in. (8 cm) long and 2 in. (5 cm) wide",LEGO,Creator 3 in 1,Creator 3 in 1,TRUE,Title,Default Title,31376,5702018033197,shopify,0,deny,manual,749.00,,TRUE,TRUE,,,active,7+,166,,
lego-10313-lego-icons-10313-wildflower-bouquet-age-18-building-blocks-2023-939pcs,"LEGO Icons 10313 Wildflower Bouquet, Age 18+, Building Blocks, 2023 (939pcs)","• Cultivate creativity – Build and display a lifelike LEGO® Icons Wildflower Bouquet (10313) with this immersive building project for adults. Please note, a vase is not included
• Enjoy flower arranging – The set features 16 individual stems that can be adjusted, allowing you to tailor the height of the flowers and experiment with different arrangements
• Let your decor bloom – Once complete, this bouquet can be displayed in your own vase as a piece of home decor
• A gift for flower lovers – Florists and flower lovers can cultivate their own LEGO® Icons Wildflower Bouquet
• Make a bigger bouquet – This building set can be combined with the LEGO® Icons Flower Bouquet (10280) to create one large bouquet or 2 different bouquets
• Dimensions – The stems come in a variety of lengths. As a guide, the ‘larkspur’, with its straight stem, measures over 18 in. (47 cm) tall
• Plants from plants – This set is part of the LEGO® Botanical Collection, which includes elements of plant-based plastic that’s made using sustainably sourced sugarcane
• Digital building instructions – The LEGO® Builder app features a digital version of the building instructions included with this set
• A high-quality project – LEGO® building bricks meet high industry standards; they’ve been consistent, compatible and easy to connect for over 60 years
• Safety ensured – LEGO® bricks and pieces have been rigorously tested to meet stringent global safety and quality standards, so you know you’re in safe hands",LEGO,Icons,Icons,TRUE,Title,Default Title,10313,5702017416663,shopify,0,deny,manual,4499.00,,TRUE,TRUE,,,active,18+,939,,
